id,store_id,platform,check_date,out_of_stock_skus,total_skus_checked,out_of_stock_count,compliance_percentage,checked_by,checked_at,notes
448,7,grabfood,2025-09-26,['GP003', 'GB069', 'GB034', 'GB112'],95,4,95.79,automated_scraper,2025-09-26 02:53:56.994314,
449,8,grabfood,2025-09-26,['GD005'],95,1,98.95,automated_scraper,2025-09-26 02:54:23.813531,
450,9,grabfood,2025-09-26,['GB061'],95,1,98.95,automated_scraper,2025-09-26 02:54:50.519733,
451,10,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 02:55:25.155673,
452,11,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 02:55:30.890080,
453,12,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 02:56:01.298370,
454,13,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 02:56:26.109954,
455,14,grabfood,2025-09-26,['GB074', 'GB071'],95,2,97.89,automated_scraper,2025-09-26 02:56:53.045685,
456,15,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 02:57:18.720993,
457,16,grabfood,2025-09-26,['GB107', 'GB112'],95,2,97.89,automated_scraper,2025-09-26 02:57:45.967991,
459,18,grabfood,2025-09-26,['GB110', 'GP003', 'GB074', 'GB112'],95,4,95.79,automated_scraper,2025-09-26 02:58:38.092646,
480,40,grabfood,2025-09-26,['GB001', 'GP003', 'GB034', 'GB069', 'GB028', 'GB104', 'GB004', 'GB073', 'GB071', 'GB107', 'GB110', 'GB088', 'GB095', 'GB096', 'GB112', 'GB102', 'GP001', 'GB061', 'GP004', 'GB109', 'GB105', 'GB074', 'GB070', 'GB106', 'GP002', 'GB099', 'GP005', 'GB062'],95,28,70.53,automated_scraper,2025-09-26 03:07:43.269111,
461,20,grabfood,2025-09-26,['GD130', 'GD069'],95,2,97.89,automated_scraper,2025-09-26 02:59:32.916394,
462,21,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:00:00.048161,
463,22,grabfood,2025-09-26,['GB112'],95,1,98.95,automated_scraper,2025-09-26 03:00:26.920196,
464,23,grabfood,2025-09-26,['GB062', 'GB110', 'GB001', 'GB107', 'GB074', 'GB061', 'GB034', 'GB105', 'GB106', 'GP001', 'GP002', 'GP003', 'GB004', 'GB006', 'GB008', 'GB104', 'GB028', 'GB069', 'GB096', 'GB102', 'GB095', 'GB070', 'GB071', 'GB088', 'GB109'],95,25,73.68,automated_scraper,2025-09-26 03:00:52.927177,
465,24,grabfood,2025-09-26,['GB001', 'GP003', 'GB004', 'GB069', 'GB096', 'GB074', 'GB061', 'GB102', 'GB112'],95,9,90.53,automated_scraper,2025-09-26 03:01:22.374480,
466,25,grabfood,2025-09-26,['GP003', 'GB112'],95,2,97.89,automated_scraper,2025-09-26 03:01:49.514641,
467,26,grabfood,2025-09-26,['GB001', 'GB006', 'GB034'],95,3,96.84,automated_scraper,2025-09-26 03:02:14.568922,
468,27,grabfood,2025-09-26,['GP002', 'GP003', 'GB105', 'GB102', 'GB095', 'GB112'],95,6,93.68,automated_scraper,2025-09-26 03:02:41.037525,
469,28,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:03:09.359030,
470,29,grabfood,2025-09-26,['GB001'],95,1,98.95,automated_scraper,2025-09-26 03:03:35.791880,
471,30,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:03:42.060449,
472,31,grabfood,2025-09-26,['GB001', 'GP003', 'GB006', 'GB008', 'GB112'],95,5,94.74,automated_scraper,2025-09-26 03:04:07.956923,
473,32,grabfood,2025-09-26,['GP003', 'GB112'],95,2,97.89,automated_scraper,2025-09-26 03:04:33.913686,
474,33,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:05:00.177221,
475,34,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:05:28.318758,
476,35,grabfood,2025-09-26,['GD057', 'GP004', 'GD048', 'GD004', 'GD052', 'GD033', 'GD104', 'GD044', 'GD043'],95,9,90.53,automated_scraper,2025-09-26 03:05:56.302436,
477,36,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:06:22.924382,
478,37,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:06:49.409718,
479,38,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:07:16.125041,
487,120,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:10:31.171842,
481,41,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:08:09.589283,
482,42,grabfood,2025-09-26,['GB001', 'GP003', 'GB004', 'GB069'],95,4,95.79,automated_scraper,2025-09-26 03:08:37.189358,
483,43,grabfood,2025-09-26,['GP002', 'GD005'],95,2,97.89,automated_scraper,2025-09-26 03:09:04.835037,
484,44,grabfood,2025-09-26,['GP003', 'GB061', 'GB112'],95,3,96.84,automated_scraper,2025-09-26 03:09:31.312371,
485,45,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:09:58.994508,
486,46,grabfood,2025-09-26,['GB104'],95,1,98.95,automated_scraper,2025-09-26 03:10:24.460722,
488,48,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:10:37.202006,
490,50,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:10:48.766426,
491,51,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:11:15.603027,
492,52,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:11:22.018202,
460,19,grabfood,2025-09-26,['GD003', 'GD104', 'GD028', 'GD067', 'GD004', 'GD069', 'GD052', 'GD043', 'GB099', 'GD044', 'GB062', 'GB069', 'GD057', 'GD130'],95,14,85.26,automated_scraper,2025-09-26 02:59:05.777036,
489,124,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:10:42.658009,
1846,187,grabfood,2025-10-10,['GB004', 'GB102'],95,2,97.89,automated_scraper,2025-10-10 02:17:30.961482,
1847,50,grabfood,2025-10-10,['GB069'],95,1,98.95,automated_scraper,2025-10-10 02:17:51.816332,
1848,51,grabfood,2025-10-10,['GB001'],95,1,98.95,automated_scraper,2025-10-10 02:18:13.435161,
1849,52,grabfood,2025-10-10,['GB006', 'GB008', 'GB097', 'GB102', 'GB107', 'GB112', 'GP007', 'GP008', 'GP009', 'GP010'],95,10,89.47,automated_scraper,2025-10-10 02:18:32.482732,
439,67,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 02:50:24.894775,
442,1,grabfood,2025-09-26,['GB112'],95,1,98.95,automated_scraper,2025-09-26 02:51:20.682465,
443,2,grabfood,2025-09-26,['GP003', 'GB102', 'GB112'],95,3,96.84,automated_scraper,2025-09-26 02:51:45.766190,
444,3,grabfood,2025-09-26,['GB062', 'GD028', 'GD130', 'GP001', 'GP002', 'GP003', 'GP005', 'GP006', 'GB112', 'GD044', 'GB099'],95,11,88.42,automated_scraper,2025-09-26 02:52:11.917566,
495,55,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:11:40.811975,
498,58,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:11:59.910305,
499,59,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:12:06.485166,
500,60,grabfood,2025-09-26,['GB099'],95,1,98.95,automated_scraper,2025-09-26 03:12:33.600611,
502,62,grabfood,2025-09-26,['GB069', 'GB112', 'GB070'],95,3,96.84,automated_scraper,2025-09-26 03:13:06.364494,
503,63,grabfood,2025-09-26,['GD005'],95,1,98.95,automated_scraper,2025-09-26 03:13:33.934738,
504,64,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:13:59.857964,
505,65,grabfood,2025-09-26,['GB107', 'GB006', 'GB095'],95,3,96.84,automated_scraper,2025-09-26 03:14:23.356619,
506,66,grabfood,2025-09-26,['GP003', 'GB112'],95,2,97.89,automated_scraper,2025-09-26 03:14:50.298828,
577,67,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:00:00.017202,
579,39,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:00:31.194362,
580,1,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:00:58.613047,
581,2,grabfood,2025-09-27,['GB004', 'GB069', 'GB102', 'GB070'],95,4,95.79,automated_scraper,2025-09-27 02:01:22.615102,
582,3,grabfood,2025-09-27,['GB062', 'GP001', 'GP002', 'GP003', 'GP005', 'GP006', 'GB112', 'GD044'],95,8,91.58,automated_scraper,2025-09-27 02:01:49.038341,
583,4,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:02:15.731943,
584,5,grabfood,2025-09-27,['GB001', 'GD005'],95,2,97.89,automated_scraper,2025-09-27 02:02:41.824653,
585,6,grabfood,2025-09-27,['GB110', 'GB004', 'GB069', 'GB071'],95,4,95.79,automated_scraper,2025-09-27 02:03:08.287592,
586,7,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:03:36.614902,
587,8,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:04:03.138690,
588,9,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:04:31.660194,
589,10,grabfood,2025-09-27,['GB004', 'GB102'],95,2,97.89,automated_scraper,2025-09-27 02:04:58.198967,
590,11,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:05:03.570244,
591,12,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:05:30.709294,
592,13,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:05:55.751339,
593,14,grabfood,2025-09-27,['GB112'],95,1,98.95,automated_scraper,2025-09-27 02:06:23.254821,
594,15,grabfood,2025-09-27,['GP002'],95,1,98.95,automated_scraper,2025-09-27 02:06:50.014841,
595,16,grabfood,2025-09-27,['GB062', 'GD028', 'GP003', 'GB104', 'GB105', 'GB106', 'GB102', 'GB112'],95,8,91.58,automated_scraper,2025-09-27 02:07:18.883182,
597,18,grabfood,2025-09-27,['GB006'],95,1,98.95,automated_scraper,2025-09-27 02:08:13.776955,
599,20,grabfood,2025-09-27,['GD130', 'GD069'],95,2,97.89,automated_scraper,2025-09-27 02:09:08.473433,
600,21,grabfood,2025-09-27,['GB001', 'GP002', 'GB006', 'GB105', 'GB102'],95,5,94.74,automated_scraper,2025-09-27 02:09:35.195216,
601,22,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:10:01.427243,
602,23,grabfood,2025-09-27,['GB062'],95,1,98.95,automated_scraper,2025-09-27 02:10:30.368565,
603,24,grabfood,2025-09-27,['GD130', 'GD028', 'GB001', 'GD057'],95,4,95.79,automated_scraper,2025-09-27 02:10:55.501042,
604,25,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:11:22.957300,
605,26,grabfood,2025-09-27,['GB001', 'GB107', 'GB006', 'GB034', 'GB073'],95,5,94.74,automated_scraper,2025-09-27 02:11:48.281901,
606,27,grabfood,2025-09-27,['GB062', 'GD057', 'GP003', 'GB004', 'GB006', 'GB008', 'GB103', 'GB102', 'GB071', 'GB112', 'GD104', 'GD003'],95,12,87.37,automated_scraper,2025-09-27 02:12:12.915408,
607,28,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:12:38.352253,
608,29,grabfood,2025-09-27,['GB104'],95,1,98.95,automated_scraper,2025-09-27 02:13:04.768429,
609,30,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:13:09.836000,
596,17,grabfood,2025-09-27,['GD003', 'GD048', 'GD104', 'GD028', 'GD067', 'GD004', 'GD069', 'GD052', 'GD043', 'GD044', 'GD033', 'GB062', 'GD057', 'GD130'],95,14,85.26,automated_scraper,2025-09-27 02:07:44.419621,
458,17,grabfood,2025-09-26,['GD003', 'GD048', 'GD104', 'GD028', 'GB112', 'GD067', 'GD004', 'GD069', 'GD052', 'GD043', 'GB107', 'GD044', 'GD033', 'GD057', 'GB008', 'GD130'],95,16,83.16,automated_scraper,2025-09-26 02:58:10.092380,
578,85,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:00:06.024450,
507,161,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:14:56.954027,
494,154,grabfood,2025-09-26,[],95,0,100.00,automated_scraper,2025-09-26 03:11:34.734640,
610,31,grabfood,2025-09-27,['GB001', 'GB006', 'GB008'],95,3,96.84,automated_scraper,2025-09-27 02:13:35.040413,
611,32,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:14:00.639612,
612,33,grabfood,2025-09-27,['GB102'],95,1,98.95,automated_scraper,2025-09-27 02:14:26.004433,
613,34,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:14:51.938134,
614,35,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:15:19.207684,
615,36,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:15:46.101705,
616,37,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:16:13.766902,
617,38,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:16:40.097001,
618,40,grabfood,2025-09-27,['GB062', 'GB110', 'GB001', 'GB107'],95,4,95.79,automated_scraper,2025-09-27 02:17:06.821690,
619,41,grabfood,2025-09-27,['GB006', 'GB104'],95,2,97.89,automated_scraper,2025-09-27 02:17:34.551971,
620,42,grabfood,2025-09-27,['GB001', 'GB004', 'GB006'],95,3,96.84,automated_scraper,2025-09-27 02:18:01.341294,
621,43,grabfood,2025-09-27,['GD005'],95,1,98.95,automated_scraper,2025-09-27 02:18:26.414127,
622,44,grabfood,2025-09-27,['GD057', 'GB107', 'GB069', 'GB074', 'GB061', 'GB073', 'GB105', 'GB102', 'GB070', 'GB071', 'GB099', 'GD104', 'GD003'],95,13,86.32,automated_scraper,2025-09-27 02:18:49.765784,
623,45,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:19:15.083143,
624,46,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:19:41.441481,
1850,53,grabfood,2025-10-10,['GP007', 'GP009', 'GP010'],95,3,96.84,automated_scraper,2025-10-10 02:18:54.875896,
626,48,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:19:53.426409,
1851,154,grabfood,2025-10-10,['GB061', 'GB095', 'GB102'],95,3,96.84,automated_scraper,2025-10-10 02:19:19.188376,
628,50,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:20:05.237720,
629,51,grabfood,2025-09-27,['GP001'],95,1,98.95,automated_scraper,2025-09-27 02:20:31.030919,
630,52,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:20:36.158716,
631,53,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:20:41.875421,
1852,55,grabfood,2025-10-10,[],95,0,100.00,automated_scraper,2025-10-10 02:19:39.104493,
633,55,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:20:55.018380,
1853,156,grabfood,2025-10-10,['GB004', 'GB074', 'GB095', 'GD005', 'GP007', 'GP008'],95,6,93.68,automated_scraper,2025-10-10 02:19:57.577227,
1854,157,grabfood,2025-10-10,['GB006', 'GB069', 'GB102'],95,3,96.84,automated_scraper,2025-10-10 02:20:17.949530,
636,58,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:21:14.105589,
637,59,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:21:20.606170,
638,60,grabfood,2025-09-27,['GB112'],95,1,98.95,automated_scraper,2025-09-27 02:21:46.125980,
1933,161,grabfood,2025-10-11,[],95,0,100.00,automated_scraper,2025-10-11 02:23:30.054971,
640,62,grabfood,2025-09-27,['GB008', 'GB069', 'GB102'],95,3,96.84,automated_scraper,2025-09-27 02:22:21.648028,
641,63,grabfood,2025-09-27,['GB034', 'GD005'],95,2,97.89,automated_scraper,2025-09-27 02:22:48.034536,
642,64,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:23:16.100104,
643,65,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:23:45.049852,
644,66,grabfood,2025-09-27,['GB102'],95,1,98.95,automated_scraper,2025-09-27 02:24:14.311516,
646,67,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:00:00.016162,
648,39,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:00:34.398826,
649,1,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:00:59.668216,
650,2,grabfood,2025-09-28,['GB069', 'GB061'],95,2,97.89,automated_scraper,2025-09-28 02:01:28.077908,
651,3,grabfood,2025-09-28,['GB062', 'GD044'],95,2,97.89,automated_scraper,2025-09-28 02:01:53.634051,
652,4,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:02:20.162720,
653,5,grabfood,2025-09-28,['GD005'],95,1,98.95,automated_scraper,2025-09-28 02:02:45.737629,
654,6,grabfood,2025-09-28,['GB062', 'GB110', 'GB001', 'GB107', 'GB004', 'GB006', 'GB028', 'GB069', 'GB071'],95,9,90.53,automated_scraper,2025-09-28 02:03:11.429251,
655,7,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:03:39.060860,
657,9,grabfood,2025-09-28,['GP003', 'GB112'],95,2,97.89,automated_scraper,2025-09-28 02:04:30.419606,
658,10,grabfood,2025-09-28,['GB004'],95,1,98.95,automated_scraper,2025-09-28 02:04:58.703810,
659,11,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:05:04.951571,
660,12,grabfood,2025-09-28,['GB069'],95,1,98.95,automated_scraper,2025-09-28 02:05:30.047322,
661,13,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:05:55.632084,
662,14,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:06:23.571857,
663,15,grabfood,2025-09-28,['GP002'],95,1,98.95,automated_scraper,2025-09-28 02:06:52.883725,
664,16,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:07:21.157004,
666,18,grabfood,2025-09-28,['GB001', 'GB006', 'GB104', 'GB069'],95,4,95.79,automated_scraper,2025-09-28 02:08:11.299502,
665,17,grabfood,2025-09-28,['GD003', 'GD048', 'GD104', 'GD028', 'GD067', 'GD004', 'GD069', 'GD052', 'GD043', 'GD044', 'GD033', 'GB062', 'GD057', 'GD130'],95,14,85.26,automated_scraper,2025-09-28 02:07:47.689591,
647,85,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:00:06.485992,
645,161,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:24:19.403376,
625,120,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:19:46.689910,
627,124,grabfood,2025-09-27,[],95,0,100.00,automated_scraper,2025-09-27 02:19:59.117995,
668,20,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:09:04.205959,
669,21,grabfood,2025-09-28,['GB110', 'GP004', 'GB109', 'GB099'],95,4,95.79,automated_scraper,2025-09-28 02:09:29.107401,
670,22,grabfood,2025-09-28,['GB074', 'GB061', 'GB105'],95,3,96.84,automated_scraper,2025-09-28 02:09:56.315918,
671,23,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:10:24.987081,
672,24,grabfood,2025-09-28,['GB001'],95,1,98.95,automated_scraper,2025-09-28 02:10:52.033803,
673,25,grabfood,2025-09-28,['GB071', 'GB088', 'GB099'],95,3,96.84,automated_scraper,2025-09-28 02:11:17.424852,
674,26,grabfood,2025-09-28,['GB001', 'GB107', 'GB006', 'GB034', 'GB073', 'GB099'],95,6,93.68,automated_scraper,2025-09-28 02:11:42.303764,
675,27,grabfood,2025-09-28,['GB062', 'GB004', 'GB095'],95,3,96.84,automated_scraper,2025-09-28 02:12:07.855357,
676,28,grabfood,2025-09-28,['GB004'],95,1,98.95,automated_scraper,2025-09-28 02:12:34.069059,
677,29,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:13:00.718380,
678,30,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:13:06.772251,
679,31,grabfood,2025-09-28,['GB001', 'GB006', 'GB008'],95,3,96.84,automated_scraper,2025-09-28 02:13:33.567132,
680,32,grabfood,2025-09-28,['GB001', 'GB006', 'GB034'],95,3,96.84,automated_scraper,2025-09-28 02:13:59.718881,
681,33,grabfood,2025-09-28,['GB073'],95,1,98.95,automated_scraper,2025-09-28 02:14:28.247458,
682,34,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:14:54.493874,
683,35,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:15:21.802166,
684,36,grabfood,2025-09-28,['GB001', 'GB105', 'GB102', 'GB088', 'GB112'],95,5,94.74,automated_scraper,2025-09-28 02:15:48.758010,
685,37,grabfood,2025-09-28,['GB104'],95,1,98.95,automated_scraper,2025-09-28 02:16:16.024161,
686,38,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:16:40.540526,
687,40,grabfood,2025-09-28,['GB062', 'GB110', 'GB001', 'GB107', 'GB102'],95,5,94.74,automated_scraper,2025-09-28 02:17:04.470877,
688,41,grabfood,2025-09-28,['GB004'],95,1,98.95,automated_scraper,2025-09-28 02:17:28.534777,
689,42,grabfood,2025-09-28,['GB001', 'GB004', 'GB006'],95,3,96.84,automated_scraper,2025-09-28 02:17:56.135417,
690,43,grabfood,2025-09-28,['GD005'],95,1,98.95,automated_scraper,2025-09-28 02:18:23.329095,
691,44,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:18:50.300651,
692,45,grabfood,2025-09-28,['GB062', 'GB004'],95,2,97.89,automated_scraper,2025-09-28 02:19:16.019976,
693,46,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:19:42.900331,
1855,58,grabfood,2025-10-10,['GB001', 'GB004', 'GB006', 'GB107'],95,4,95.79,automated_scraper,2025-10-10 02:20:41.833919,
695,48,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:19:55.444552,
1856,59,grabfood,2025-10-10,['GB034', 'GB102'],95,2,97.89,automated_scraper,2025-10-10 02:21:03.494131,
697,50,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:20:06.933914,
698,51,grabfood,2025-09-28,['GP001', 'GB088', 'GB034'],95,3,96.84,automated_scraper,2025-09-28 02:20:34.254770,
699,52,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:20:39.474194,
700,53,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:20:45.808038,
1857,60,grabfood,2025-10-10,['GP009'],95,1,98.95,automated_scraper,2025-10-10 02:21:23.315699,
702,55,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:20:56.320120,
1858,192,grabfood,2025-10-10,[],95,0,100.00,automated_scraper,2025-10-10 02:21:43.630877,
1859,62,grabfood,2025-10-10,['GB111', 'GD005'],95,2,97.89,automated_scraper,2025-10-10 02:22:05.138093,
705,58,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:21:13.130113,
706,59,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:21:19.338901,
707,60,grabfood,2025-09-28,['GP003', 'GB112'],95,2,97.89,automated_scraper,2025-09-28 02:21:46.362395,
1860,63,grabfood,2025-10-10,[],95,0,100.00,automated_scraper,2025-10-10 02:22:25.512359,
709,62,grabfood,2025-09-28,['GB069'],95,1,98.95,automated_scraper,2025-09-28 02:22:18.621500,
710,63,grabfood,2025-09-28,['GD005'],95,1,98.95,automated_scraper,2025-09-28 02:22:46.676131,
712,65,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:23:38.782306,
713,66,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:24:07.161362,
717,39,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:02:58.128659,
719,2,grabfood,2025-09-29,['GB001', 'GB107', 'GP001', 'GP003', 'GB004', 'GB006', 'GB069', 'GB073', 'GB105', 'GB070', 'GB071', 'GB088', 'GB099'],95,13,86.32,automated_scraper,2025-09-29 09:03:51.846163,
720,3,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:04:17.423594,
722,5,grabfood,2025-09-29,['GD005'],95,1,98.95,automated_scraper,2025-09-29 09:05:08.671944,
723,6,grabfood,2025-09-29,['GB001', 'GB004', 'GB006', 'GB099'],95,4,95.79,automated_scraper,2025-09-29 09:05:34.615744,
667,19,grabfood,2025-09-28,['GD003', 'GD104', 'GB004', 'GD028', 'GD067', 'GD004', 'GD069', 'GD052', 'GD043', 'GB034', 'GB099', 'GB107', 'GD044', 'GB062', 'GD057', 'GD130'],95,16,83.16,automated_scraper,2025-09-28 02:08:36.733818,
716,85,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:02:29.775938,
714,161,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:24:12.630576,
694,120,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:19:49.584314,
696,124,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:20:00.617897,
701,154,grabfood,2025-09-28,[],95,0,100.00,automated_scraper,2025-09-28 02:20:51.102922,
1861,64,grabfood,2025-10-10,[],95,0,100.00,automated_scraper,2025-10-10 02:22:46.022506,
1862,65,grabfood,2025-10-10,['GB104', 'GP007'],95,2,97.89,automated_scraper,2025-10-10 02:23:08.390476,
1863,66,grabfood,2025-10-10,['GB006', 'GB008', 'GP009'],95,3,96.84,automated_scraper,2025-10-10 02:23:30.598363,
1864,161,grabfood,2025-10-10,[],95,0,100.00,automated_scraper,2025-10-10 02:23:49.800854,
1865,67,grabfood,2025-10-11,['GB008', 'GB069', 'GB096', 'GB097', 'GB099'],95,5,94.74,automated_scraper,2025-10-11 02:00:15.154321,
727,10,grabfood,2025-09-29,['GP001', 'GB074', 'GB061', 'GB102', 'GB088'],95,5,94.74,automated_scraper,2025-09-29 09:07:22.385963,
728,11,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:07:27.694542,
729,12,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:07:55.392975,
730,13,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:08:18.434901,
732,15,grabfood,2025-09-29,['GB088'],95,1,98.95,automated_scraper,2025-09-29 09:09:09.832353,
733,16,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:09:35.147814,
763,120,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:22:11.904451,
735,18,grabfood,2025-09-29,[],95,0,100.00,automated_scraper,2025-09-29 09:10:30.217302,
737,20,grabfood,2025-09-29,['GB008'],95,1,98.95,automated_scraper,2025-09-29 09:11:25.448965,
738,21,grabfood,2025-09-29,['GP003', 'GB112'],95,2,97.89,automated_scraper,2025-09-29 09:11:53.741302,
739,22,grabfood,2025-09-29,['GB004', 'GB008', 'GB034'],95,3,96.84,automated_scraper,2025-09-29 09:12:20.143440,
